,Health Facility Name,Address,street,landmark,locality,pincode,landline_number,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Block_Name
6385,sogaon,sogaon,Kinhavali takipathar road,At Bigining village,sogaon,421601.0,,19.342215,73.562086,0.0,SubCentre,Maharashtra,Thane,Shahapur,Shahapur
6386,Galtare,SubCenter,"AT.POST- GALTARE, TAL- WADA",NEAR ASHARAM SCHOOL,GALTARE,421303.0,,19.6614585,72.9619504,190.0,SubCentre,Maharashtra,Palghar,Vada,\N
6387,Poharadevi,Sub Centre Poharadevi,Poharadevi,Anganwadi Center,Manora,444404.0,,20.110482,77.626713,0.0,SubCentre,Maharashtra,Washim *,Manora,Manora
6388,Raikhed,Sub Centre Raikhed,,,Villege,425409.0,,21.641559,74.566833,0.0,SubCentre,Maharashtra,Nandurbar,Shahade,Shahada
6389,Walur,Sub Centre Walur,Walur,Post Office Walur,Taluka Sailu Dist Parbhani,431503.0,,19.485947600000003,76.55472979999999,436.0,SubCentre,Maharashtra,Parbhani,Sailu,Sailu
6390,Hedawade,Grampanchayat Samor,,,,416209.0,02324-230412,16.19,74.08,0.0,SubCentre,Maharashtra,Kolhapur,Bhudargad,Bhudargad
6391,Wasmar,800,0,0,vasmar tal sakri dist dhule,424310.0,0,20.923037,74.423551,0.0,SubCentre,Maharashtra,Dhule,Sakri,Sakri
6392,Bhapada,,,,,,,0.0,0.0,0.0,SubCentre,Maharashtra,Gadchiroli,\N,\N
6393,Jambhali,Jambhali,Jambhali,Bhor Velha Road,Jambhali,412213.0,,18.258360999999997,73.84840600000001,0.0,SubCentre,Maharashtra,Pune,Bhor,Bhor
6394,Padli,SC - Padli,,,Subcentre - Padli,425414.0,,21.725644,74.173906,0.0,SubCentre,Maharashtra,Nandurbar,Akrani,Akrani
6395,Khalasna,Subcenter Khalasna,Khalasna,Near ZP School,Khalasna,441202.0,7100226060,21.059267000000002,79.192723,0.0,SubCentre,Maharashtra,Nagpur,Kuhi,Kuhi
6396,Vadgaon Kashimbe,561,Vadgaon Kashimbe,Minor,Vadgaon Kashimbe,410515.0,2133285399,19.025526,73.91090799999999,0.0,SubCentre,Maharashtra,Pune,Ambegaon,Ambegaon
6397,Kaleli,Sub Center Kaleli,Kaleli Road,Garmpanchyt Near,Garmpanchyt Near,416519.0,02362/236241,15.978851,73.815439,0.0,SubCentre,Maharashtra,Sindhudurg,Kudal,Kudal
6398,Pimpri Gawali,phc Building,Main Road Pimpri Gawali,"At.Post. Pimpri Gawali, Taluka Motala, Dist Buldhana",Near by polic station,443102.0,7267257761,20.749121,76.145041,0.0,Primary Health Centre,Maharashtra,Buldana,Motala,Motala
6399,Ittamgaon,237,bus stand road,bus stop,bus stand area,444908.0,7229239044,21.5153,78.3041,392.0,SubCentre,Maharashtra,Amravati,Warud,Warud
6400,R H Mehakar,"Rural Hospital, Mehkar",,,"Rural Hospital,Ram nagar, Mehkar",443301.0,07268-224109,20.147754,76.571318,0.0,Community Health Center,Maharashtra,Buldana,Mehkar,Mehkar
6401,Lasina,SubCentre-Lasina,,Near New Vasti,Tq. Hingoli,431513.0,,19.712151000000002,77.252262,472.126,SubCentre,Maharashtra,Hingoli *,Hingoli,Hingoli
6402,PCMC Talera,,,,,,,0.0,0.0,0.0,Urban Health Centre,Maharashtra,Pune,Pune City,\N
6403,SC Girgaon,SC Girgaon,Girgaon,Girgaon,Tq. Basmath,431512.0,,19.341263,77.260918,0.0,SubCentre,Maharashtra,Hingoli *,Basmath,Basmath(0166)
6404,harsul,PHC Harsul,Darwha Road,Harsul,Digras,,,20.192613,77.66372700000001,0.0,Primary Health Centre,Maharashtra,Yavatmal,Digras,Digras
6405,R H LAKHANI,Lakhani,Lakhani,Lakhani,,441804.0,7186246804,21.066996399999997,79.8225489,0.0,Community Health Center,Maharashtra,Bhandara,Lakhani,Lakhani
6406,Bhalgaon,Sub centre Bhalgaon,,,Bhalgaon,413406.0,,18.041708,75.952028,0.0,SubCentre,Maharashtra,Solapur,Barshi,Barshi
6407,Hanegaon,Hanegaon,Hanegaon,Hanegaon,Hanegaon,431717.0,,18.359984,77.464256,0.0,Primary Health Centre,Maharashtra,Nanded,Deglur,Deglur
6408,Talgaon,,,at po talgaon,sub centre talgaon,416702.0,2353229276,16.36637,73.351485,0.0,SubCentre,Maharashtra,Ratnagiri,Rajapur,Rajapur
6409,Rajapur,SC RAJAPUR,RAJAPUR,RAJAPUR,AT-POST  RAJAPUR,422205.0,,20.26321,73.95470999999999,0.0,SubCentre,Maharashtra,Nashik,Dindori,Dindori
6410,Sonawale,,,zp school,Sonawale,410502.0,,19.208427,73.730568,0.0,SubCentre,Maharashtra,Pune,Junnar,Junnar
6411,RH Killari,"Rural Hospital, Killari",Killari Omarga Road,"Rural Hospital, Killari",RH KIllari,413516.0,2383223507,18.071204100000003,76.5921665,0.0,Community Health Center,Maharashtra,Latur,Ausa,Ausa
6412,SDH Kasa,Sub District Hospital KASA,"Jawhar Road ,Charoti, KASA","Near to Ahmedabad, Mumbai Highway",SDH KASA,401607.0,2.52826436402528E+020,19.908982,72.953212,14.0,Sub-District Hospital,Maharashtra,Palghar,Dahanu,\N
6413,mangurda,Sub Center,Near Grampanchayat Karlaya Mangurda,Near G.P. Handpump,Mangurda,445302.0,,20.2228,78.35348,0.0,SubCentre,Maharashtra,Yavatmal,Kelapur,kelapur
6414,Wasali,At Post Wasali,Sc Wasali,Near Police station wasali,wasali village,422402.0,,19.6357,73.57098,0.0,SubCentre,Maharashtra,Nashik,Igatpuri,Igatpuri
6415,Palashi,SubCentre Palashi,Boudh Wasati,Banurgad Road,,415307.0,,17.220114000000002,74.815687,0.0,SubCentre,Maharashtra,Sangli,Khanapur,\N
6416,Humgaon,123,Kudal - Panchagani Road,Near by Mandir,Humgaon,415514.0,2378235392,17.8721,73.868,0.0,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
6417,Mohamandali,ATPOST Mohamandali,TAL RAVER DIST JALGAON,,,425502.0,,21.316643,75.8006,0.0,SubCentre,Maharashtra,Jalgaon,Raver,Raver
6418,Shiye,Sub Centre Shiye,,Near Primary School,,416122.0,,16.7768184,74.2581858,0.0,SubCentre,Maharashtra,Kolhapur,Karvir,Karvir
6419,Khadkapani,Sc Khadkapani,Khadkapani,,Khadkapani,425419.0,,21.60864556,73.83185654,0.0,SubCentre,Maharashtra,Nandurbar,Akkalkuwa,Akkalkuwa
6420,ovaliye,GP Ovaliye,Danoli Ovaliye Road,ZP School No 1,Ovaliye Khalichiwadi,416532.0,,15.942182999999998,73.934212,0.0,SubCentre,Maharashtra,Sindhudurg,Sawantwadi,Sawantwadi
6421,Pimple Dhumale,,,,Pimpale Dhumal,412208.0,,18.755108,74.135757,0.0,SubCentre,Maharashtra,Pune,Shirur,Shirur
6422,Bichkule,,,,Bichkule,415524.0,,17.837244000000002,74.141382,0.0,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
6423,Navegaon,Navegaon,Navegaon,Complex Area,Gadchiroli,442605.0,,20.160811,79.973124,211.0,SubCentre,Maharashtra,Gadchiroli,Gadchiroli,Gadchiroli
6424,Rovla,SC ROVALA,,,AT ROVALA,402111.0,,18.15332,73.42545,38.0,SubCentre,Maharashtra,Raigarh,Tala,Tala
6425,POTDAR HOSPITAL,POTDAR HOSPITAL,DR.ANNIE BESANT ROAD,,WORLI MUMBAI,400018.0,2224933533,19.0022,72.8163,0.0,District Hospital,Maharashtra,Mumbai,\N,\N
6426,Rithad,Sub Centre Rithad,Rithad,Gram Panchayat,Risod,444510.0,,20.042574,76.981972,0.0,SubCentre,Maharashtra,Washim *,Risod,Risod
6427,Gobhani,Sub Centre Gobhani,Gobhani,Gram Panchayat,Risod,444504.0,,20.084773000000002,76.76583199999999,0.0,SubCentre,Maharashtra,Washim *,Risod,Risod
6428,Dongar,,,at po dongar,sub centre dongar,416805.0,2353224234,16.364158,73.29345,0.0,SubCentre,Maharashtra,Ratnagiri,Rajapur,Rajapur
6429,Pusesawali,,,,Pusesawali,415512.0,,17.461041,74.31875500000001,0.0,SubCentre,Maharashtra,Satara,Khatav,Khatav
6430,Rani Unchegaon,Sub Center Rani Unchegaon,At Post Rani Unchegaon,PHC Rani Unchegaon,"Tq. Ghansawangi, Dist Jalna",431204.0,,19.64116583,75.96434292,464.0,SubCentre,Maharashtra,Jalna,Ghansawangi,Ghansawangi
6431,Kesalwada,Kesalwada,At po.Kesalwada,Near of Anganwadi,Kesalwada,441605.0,07198-257722,21.417276,79.882965,0.0,SubCentre,Maharashtra,Gondiya *,Tirora,Tiroda
6432,Khadipar,At. Post. Khadipar Ta. Sadak/Arjuni Distt. Gondia,\N,,,441807.0,,21.166484,80.17067,0.0,SubCentre,Maharashtra,Gondiya *,Sadak-Arjuni,Sadak Arjuni
6433,Gondmohadi,At po.Gondmohadi,Ward no.4 Gondmohadi,In front of Anganwadi,Gondmohadi,441911.0,07198-254755,21.415998000000002,79.992828,0.0,SubCentre,Maharashtra,Gondiya *,Tirora,Tiroda
6434,Bramhi,Subcenter Bramhi,Asgaon Bramhi Road,,Bramhi,441910.0,,20.8360344,79.7483995,0.0,SubCentre,Maharashtra,Bhandara,Pauni,Pauni
6435,Dasgaon Bu,Subcentre Dasgaon Bu,Dasgaon Bu,Infront of Nikhade Setu,"Birsi, Dasgaon Bk, Nilaj",441614.0,,21.578273,80.18611899999999,0.0,SubCentre,Maharashtra,Gondiya *,Gondiya,Gondia
6436,Welhale,Welhale,1,Near Road,Welhale,422605.0,0,19.60313,74.16372,0.0,SubCentre,Maharashtra,Ahmadnagar,Sangamner,Sangamner
6437,Ballarpur,Near Gandhi School,"Ganhi Ward, Wasti Area",Sasti Road,Ballarpur,442701.0,07172-240011,19.83922,79.36575,0.0,Urban Health Posts,Maharashtra,Chandrapur,Ballarpur,Ballarpur
6438,Asarkheda,Sub Center Asarkheda,At Post Asarkheda,phc Dabhadi,"Tq. Badnapur, Dist Jalna",431202.0,,20.01788061,75.91905291,523.0,SubCentre,Maharashtra,Jalna,Badnapur,Badnapur
6439,Bembale,SubCentre Bembale,,,Bembale,413218.0,,17.949169,75.209958,0.0,SubCentre,Maharashtra,Solapur,Madha,Madha
6440,R.H.Risod,Rural Hospital,Hingoli Road,Near Water tank,,444506.0,07251 - 222359,19.97784,76.782702,0.0,Community Health Center,Maharashtra,Washim *,Risod,Risod
6441,Undirgaon,Health Center Undirgaon,Gavthan,Gavthan,Undirgaon,413723.0,,19.682254999999998,74.71209499999999,0.0,SubCentre,Maharashtra,Ahmadnagar,Shrirampur,Shrirampur
6442,Kalwan3,SC KALWAN 3,RAM NAGAR,BEGAR VASTI,AT POST KALWAN,423501.0,,20.50555,74.04564,0.0,SubCentre,Maharashtra,Nashik,Kalwan,Kalwan
6443,Khanu,,,,At post Khanu,415803.0,2352249253,16.976536,73.50441500000001,0.0,Primary Health Centre,Maharashtra,Ratnagiri,Ratnagiri,Ratnagiri
6444,R H Ahmadpur,Rural Hospital,Ahemadpur - Ambejogai Road,near bus stand,Ahemadpur,413515.0,2381262068,18.706194500000002,76.938379,0.0,Community Health Center,Maharashtra,Latur,Ahmadpur,Ahmadpur
6445,Nandarkheda,Subcentre Nandarkheda,Sakri Road,,Nandarkheda,425412.0,,21.30044096,74.23209019,0.0,SubCentre,Maharashtra,Nandurbar,Nandurbar,Nandurbar
6446,Ukhalu,,,Near Primary School,"At-Post- Ukhalu, Tal- Shahuwadi",416213.0,,16.91,73.94,0.0,SubCentre,Maharashtra,Kolhapur,Shahuwadi,Shahuwadi
6447,Shirud,at post shirud,Station Road,Near Khandelwal High School,shirud,424308.0,02562-269331,20.904226100000002,74.77489190000001,0.0,Primary Health Centre,Maharashtra,Dhule,Dhule,Dhule
6448,TMC HP 2 Kisan nagar (GI),"Kisan Nagar Health Centre, Modella Compound, Padwal Nagar, Thane (W)",36/Modella compound padwal nagar,Parmarth niketan,36/Modella compound padwal nagar/Thane,400604.0,022-25823252,19.190299,72.950419,0.0,Urban Health Posts,Maharashtra,Thane,Thane,\N
6449,AGMC Nehru Nagar,Bihaind shalimar hotel,nehrunagar,katkat gate islamdarwaja,Ward No. 26 Nehrunagar,431001.0,2402311103,19.533539,75.205353,0.0,Urban Health Posts,Maharashtra,Aurangabad,Aurangabad,Aurangabad
6450,Wida,sub Centre Wida,,,"Sub District - Kaij, village -Wida",431123.0,,18.8161022,75.9310821,0.0,SubCentre,Maharashtra,Beed,Kaij,Kaij
6451,Toranwada,Sub Center Toranwada,On Toranvada Road,At Post Toranvada Taluka Chikhali Dist Buldana,Near Temple,444301.0,,20.445514000000003,76.497515,0.0,SubCentre,Maharashtra,Buldana,Chikhli,Chikhali
6452,Dabhadi 2,SUBCENTER DABHADI 2,"BAJAR PETH,IN FRONT OH KJN HIGHSCOOL",SATANA ROAD BAIPASS,DABHADI,423201.0,,20.537,74.4566,0.0,SubCentre,Maharashtra,Nashik,Malegaon,Malegaon
6453,Aatoli,\N,\N,,Aatoli,415210.0,,17.323034,73.848649,0.0,SubCentre,Maharashtra,Satara,Patan,Patan
6454,Shrishti,Primary Health Centre Shrishti,At Post Shrishti,PHC Shrishti,"Tq. Partur, Dist Jalna",431501.0,2484223585,19.46517663,76.22043758,462.0,Primary Health Centre,Maharashtra,Jalna,Partur,Partur
6455,Hated Bk,At Post Hated Tal Chopda,,Near Bus Stand Hated,,425107.0,02586-248204,21.235942,75.16571,0.0,Primary Health Centre,Maharashtra,Jalgaon,Chopda,Chopda
6456,Amarapur,,,PDCC Bank Arapur,Amrapur,410502.0,,19.199593,73.895522,0.0,SubCentre,Maharashtra,Pune,Junnar,Junnar
6457,Kingaon Jattu,sub center kingaon jattu,,men raod kingon jattu,,443301.0,,19.969588,76.354235,0.0,SubCentre,Maharashtra,Buldana,Lonar,Lonar
6458,Sawargaon,Sub Centre Sawargaon,Sawargaon,At Post ASEGAON,Taluka Jintur,431509.0,,19.680914399999995,76.2859941,407.0,SubCentre,Maharashtra,Parbhani,Jintur,Jintur
6459,Hadgaon,Sub Centre Hadgaon,Hadgaon,Post Office Hadgaon,Taluka Pathri Dist Parbhani,431506.0,,19.31381,76.31352199999999,420.0,SubCentre,Maharashtra,Parbhani,Pathri,Pathari
6460,Shanimandal,Phc Shanimandal,,,Shanimandal,425414.0,2564202600,21.26333,74.341151,0.0,Primary Health Centre,Maharashtra,Nandurbar,Nandurbar,Nandurbar
6461,Dighi M,Dighi Mahalle Sub Centre,Sub Centre,PHC,Primary Health Centre,444709.0,7222230100,20.87,78.14,291.1,SubCentre,Maharashtra,Amravati,Dhamangaon Railway,Dhamangaon Railway
6462,Kaluste B,At Post Kaluste,,,,415605.0,2355236258,17.546081,73.475534,0.0,SubCentre,Maharashtra,Ratnagiri,Chiplun,Chiplun
6463,Adgaon,Primary Health Center Adgaon,Adgaon,At Post BORI PARBHANI,Taluka Jintur,431508.0,2457266250,19.5459022,76.8436125,407.0,Primary Health Centre,Maharashtra,Parbhani,Jintur,Jintur
6464,Kawatha Sopinath,Sub  Centre Akoli  Kawtha Sopinath,Ward No. 1,Sopinath Mandir,Murtizapur,444107.0,,20.727921,77.546171,0.0,SubCentre,Maharashtra,Akola,Murtijapur,Murtizapur
6465,Sasti 1,Subcentre Sasti 1,Sasti,Sasti,Near Primary School,442905.0,,19.95,79.3,0.0,SubCentre,Maharashtra,Chandrapur,Rajura,Rajura
6466,Murdhav,Murdhav,Murdhav,Murdhav,Murdhav,413527.0,,18.5798375,76.62466440000001,0.0,SubCentre,Maharashtra,Latur,Renapur,Renapur
6467,Chandagad,Chandagad,,Near of Grampanchayat,Kurkheda,441209.0,,20.559872,80.215216,246.982,SubCentre,Maharashtra,Gadchiroli,Kurkheda,Kurkheda
6468,Thembhu,,,,Thembhu,415105.0,2164271900,17.2827,74.234,0.0,SubCentre,Maharashtra,Satara,Karad,Karad
6469,Loni,-,-,-,loni,445103.0,-,20.179077600000003,77.93449509999999,0.0,Primary Health Centre,Maharashtra,Yavatmal,Arni,Arni
6470,pathraddevi,pathraddevi,pathraddevi,pathraddevi,pathraddevi,445202.0,,20.28,77.89,0.0,SubCentre,Maharashtra,Yavatmal,Darwha,Darwha
6471,Jamb,Sc-Jamb,,Located In PHC,,441914.0,,21.392764899999996,79.58141450000001,0.0,SubCentre,Maharashtra,Bhandara,Mohadi,Mohadi
6472,Belwade,87,SC Belwade,Vithal Mandir NEar,,415305.0,,17.315820000000002,74.40335,0.0,SubCentre,Maharashtra,Sangli,Kadegaon,Kadegaon
6473,Antargaon,Antargaon,Antargaon,Antargaon,Antargaon,431709.0,,18.591661,77.313923,0.0,SubCentre,Maharashtra,Nanded,Naigaon (Khairgaon),Naigaon
6474,Kurunda,"289, Primary Health Centre Kurunda",Kurunda,Kurunda-Amba Road,Kurunda Tq. Basmath,431512.0,,19.24,77.13,398.39099999999996,Primary Health Centre,Maharashtra,Hingoli *,Basmath,Basmath(0166)
6475,Vaksai,Sc Vaksai,Vaksai Kamare Road,Near Goanthan Vihir,Palghar,401402.0,,19.6685737,72.7952619,46.0,SubCentre,Maharashtra,Palghar,Palghar,\N
6476,Kalsadi,PHC Kalsadi,,,Villege,425409.0,,21.577557000000002,74.427648,0.0,Primary Health Centre,Maharashtra,Nandurbar,Shahade,Shahada
6477,Walwad,SC Walwad,Karjat Shrigaonda Road,Near Bas Stanad,,414402.0,2489271349,18.630435000000002,74.96477,0.0,SubCentre,Maharashtra,Ahmadnagar,Karjat,Karjat
6478,Savargaon,atpost savargaon taluka dist latur,savargoan,,Latur,413531.0,,18.2940512,77.1348542,0.0,SubCentre,Maharashtra,Latur,Latur,Latur
6479,Palashi,,Mudhale Vadgaon Road,Palashi Grampanchayt,Palashi,413110.0,02112/276363,18.241457,74.341124,0.0,SubCentre,Maharashtra,Pune,Baramati,Baramati
6480,Dahigaon Ne.,PHC DAHIGAON NE,GAVTHAN,NEAR NAVJIVAN MAHAVIDYAL,,414502.0,2429272026,19.511048000000002,75.189776,0.0,Primary Health Centre,Maharashtra,Ahmadnagar,Shevgaon,Shevgaon
6481,RH Devgad,"PRB No. 481, Govt. Rural Hospital",Nene Nagar Road,Main Road,Taluka - Devgad,416613.0,02364-262253,16.378585,73.38403000000001,50.0,Community Health Center,Maharashtra,Sindhudurg,Devgad,Devgad
6482,Wadgaon (J),Sub Center,Main road,Wadgaon (J),Kalamb,413507.0,02473-267600,17.9093849,76.3550457,0.0,SubCentre,Maharashtra,Osmanabad,Kalamb,Kalamb
6483,Ambada,Primary Health Centre Ambada,Ambada,,,444905.0,,21.298447,77.552627,0.0,Primary Health Centre,Maharashtra,Amravati,Morshi,Morshi
6484,Sade,Sub centre Sade,,,Sade,413251.0,,18.282275,75.279061,0.0,SubCentre,Maharashtra,Solapur,Karmala,Karmala
6485,Jamkhed,Primary Health Center Jamkhed,"At Post Jamkhed,","Tq. Ambad, Dist Jalna",,431121.0,,19.646099399999997,75.64350375,493.0,Primary Health Centre,Maharashtra,Jalna,Ambad,Ambad
6486,Upalai Bk,SubCentre Upalai Bk,,,Upalai Bk,413209.0,,17.969119,75.49332199999999,0.0,SubCentre,Maharashtra,Solapur,Madha,Madha
6487,Manivali,SubCenter,"AT- MANIVALI, POST- DEVALI, TAL- WADA",NEAR GRAMPANCHAYAT OFFICE,MANIVALI,421303.0,,19.702074300000003,73.1568083,3042.0,SubCentre,Maharashtra,Palghar,Vada,\N
6488,Rel,Sub Centre Rel,Karodi Fata,Near Bus stand,Akot,444101.0,,20.925819,77.061625,0.0,SubCentre,Maharashtra,Akola,Akot,akot
6489,Pate,SC PATE,NEAR  GANPATI TAMPAL,NEAR  GANPATI TAMPAL,SC PATE,422203.0,,20.31983,74.25788,0.0,SubCentre,Maharashtra,Nashik,Peint,Peint
6490,Ladsawangi,,,,Ladsawangi,431154.0,,19.969053,75.62646,0.0,Primary Health Centre,Maharashtra,Aurangabad,Aurangabad,Aurangabad
6491,Wadzire,SUB CENTER WADZIRE,A/P. WADZIRE,,TALUKA PARNER,414302.0,9420436082,19.020577,74.338646,0.0,SubCentre,Maharashtra,Ahmadnagar,Parner,Parner
6492,Yerandeshwar,Sub Centre Yerandeshwar,Yerandeshwar,Post Office Purna,Taluka Purna Dist Parbhani,431511.0,,19.2977318,76.9547814,384.0,SubCentre,Maharashtra,Parbhani,Purna,Purna
6493,Kelave,Sc Kelva,Danda Khadi Road,Shitala Devi Mandir Kelava,Palghar,401402.0,,19.613197699999997,72.732734,46.0,SubCentre,Maharashtra,Palghar,Palghar,\N
6494,korti,Primari health center korti,korti,,,423203.0,2182245204,18.393628,75.201325,0.0,Primary Health Centre,Maharashtra,Solapur,Karmala,Karmala
6495,Barhe 1,SC BARHE,NEAR BARHE ROAD,DANG SEVA MANDAL SCHOOL BARHE,BARHE,422007.0,,20.008229999999998,73.80648000000001,0.0,SubCentre,Maharashtra,Nashik,Surgana,Surgana
6496,Tambyachiwadi,In front of Primary School,GARGOTI,Rural,Bhudargad (4291),416209.0,02324-234119,16.7,73.56,0.0,SubCentre,Maharashtra,Kolhapur,Bhudargad,Bhudargad
6497,Valkhed,SC VALKHED,VALKHED,INFRONT OF GRAMPANCHAYAT,AT-POST VALKHED,422202.0,,20.244310000000002,73.81661,0.0,SubCentre,Maharashtra,Nashik,Dindori,Dindori
6498,Ghugus No. 4,SubCentre Ghuggus 4,In Front of Bus Stop,Near Railway Gate,Ghuggus,442505.0,07172-285575,19.9397171,79.11110179999999,0.0,SubCentre,Maharashtra,Chandrapur,Chandrapur,Chandrapur
6499,Paniv,SubCentre Paniv,,,Paniv,413310.0,,17.838922,74.97609399999999,0.0,SubCentre,Maharashtra,Solapur,Malshiras,Malshiras
6500,Harcheri,,,At post Harcheri,Harcheri,416712.0,2352245419,16.954362,73.437226,0.0,SubCentre,Maharashtra,Ratnagiri,Ratnagiri,Ratnagiri
6501,Bandarpada,SC BANDARPADA,MANUR ROAD,NEAR AASHRAM SCHOOL,AT POST BANDHARPADA,423502.0,,20.375542000000003,73.767282,0.0,SubCentre,Maharashtra,Nashik,Kalwan,Kalwan
6502,Dhoksal,dhoksal,at post dhoksal,phc dhoksal,tq mantha dist jalan,431504.0,2484270232,19.81378041,75.74938894,444.0,SubCentre,Maharashtra,Jalna,Mantha,Mantha
6503,Babhulgaon Bu.,Babhulgaon Bu.,Babhulgaon Bu.,Babhulgaon Bu.,Babhulgaon Bu.,431115.0,,20.041781,74.96334,0.0,SubCentre,Maharashtra,Aurangabad,Vaijapur,Vaijapur
6504,Shetphale,Sub Center Shetfale,Main Road Shetfale,Near Grampanchayat Shetfale,Shetfale,415306.0,02343 235093,17.32,74.93,0.0,SubCentre,Maharashtra,Sangli,Atpadi,Atpadi
6505,Kinhi,Sub Centre Kinhi,Armori - Bramhapuri Road,"In Grampanchayat, Near Z.P. Primary School",Bramhapuri,441206.0,,20.55424,79.91364399999999,0.0,SubCentre,Maharashtra,Chandrapur,Brahmapuri,Brahmapuri
6506,Kurze,PHC KURZE,At post - kurze tal - vikramgad dist - palghar,kurze dhagadipada road,Kurze,401403.0,Na,19.735158,73.015941,39.0,Primary Health Centre,Maharashtra,Palghar,Vikramgad,\N
6507,Muje Sukhene,AT POST MUJE SUKHENE,MUJE SUKHENE,DATTA MANDIR,MUJE SUKHENE,422302.0,,20.074303,74.014726,0.0,SubCentre,Maharashtra,Nashik,Niphad,Niphad
6508,Debramal,Sc Debramal,Debramal,,Debramal,425411.0,,21.87548063,74.00978963,0.0,SubCentre,Maharashtra,Nandurbar,Akkalkuwa,Akkalkuwa
6509,Haladi,Sub Centre Haladi,,Near Grampachyat,,416001.0,,16.53,74.17,0.0,SubCentre,Maharashtra,Kolhapur,Karvir,Karvir
6510,Mardi,,,,Mardi,415508.0,2165286350,17.7404,74.69800000000001,0.0,Primary Health Centre,Maharashtra,Satara,Man,Man
6511,Yelse,Near zp shcool,shevti vasahat,shevti vasahat,Tal  Maval,410406.0,,18.684193,73.518469,0.0,Primary Health Centre,Maharashtra,Pune,Mawal,Mawal
6512,Malpada,Sc Malpada,Malpada,,Malpada,425452.0,,21.78881032,74.02873372,0.0,SubCentre,Maharashtra,Nandurbar,Akkalkuwa,Akkalkuwa
6513,Mangathane,SubCenter,"AT- MANGATHANE, POST- UCHAT, TAL- WADA",NEAR ZP SCHOOL,MANGATHANE,421303.0,,19.516741500000002,73.1134517,381.0,SubCentre,Maharashtra,Palghar,Vada,\N
6514,Jiwangatta,Jiwangatta,Jiwangatta,Jiwangatta,Etapalli,442704.0,,19.607177,80.248947,246.80200000000002,SubCentre,Maharashtra,Gadchiroli,Etapalli,Etapalli
6515,Lohgaon,Ap Lohagon Tal Haveli Dist Pune,Bus stop near,Bus stop near,Ap Lohagon Tal Haveli Dist Pune,412207.0,,18.590887,73.81811400000001,0.0,SubCentre,Maharashtra,Pune,\N,Haveli
6516,Singhona,Sub Center Singhona,at post Singhona,Phc Shristi,Tq.Partur Dist.Jalna,431501.0,,19.53589308,76.20189811,462.0,SubCentre,Maharashtra,Jalna,Partur,Partur
6517,Manapur,Manapur,Manapur,Near of School,Armori,441208.0,,20.431879000000002,80.196462,236.92700000000002,SubCentre,Maharashtra,Gadchiroli,Armori,Armori
6518,Varkhande,SC Varkhande,Varkhanda Khubale Road,Near Khubale gavthan road,SC Varkhande,401606.0,,20.08322071,72.93130159,69.0,SubCentre,Maharashtra,Palghar,Dahanu,\N
6519,Pirkalyan,Sub Center Pirkalyan,Pirkalyan,Pirkalyan,"Tq.Jalna , Dist Jalna",431213.0,,19.869413899999998,76.0030721,502.0,SubCentre,Maharashtra,Jalna,Jalna,Jalna
6520,Ambhi,Ambhi,Ambhi,Ambhi,Bhoom,413504.0,02478-271222,18.5284936,75.483991,0.0,Primary Health Centre,Maharashtra,Osmanabad,Bhum,Bhum
6521,Bhendala,,,,Bhendala,431110.0,,19.68380278,75.07118056,0.0,Primary Health Centre,Maharashtra,Aurangabad,Gangapur,Gangapur
6522,Choke Manbet,Sub-centre Bilding choke Manbet,dhamani road,dhamni project,near to dhamni project road,416211.0,0,16.56,74.13,0.0,SubCentre,Maharashtra,Kolhapur,Radhanagari,Radhanagari
6523,Padoshi,Sub Center Padoshi,0,0,Padoshi,422601.0,,19.678176999999998,73.849692,0.0,SubCentre,Maharashtra,Ahmadnagar,Akole,Akole
6524,Mhasrang,Grampanchayat  Javal,,Rural,Bhudargad (4291),416209.0,02324-234119,16.7,73.56,0.0,SubCentre,Maharashtra,Kolhapur,Bhudargad,Bhudargad
6525,Bhosare,,,,Bhosare,415527.0,,17.603984,74.337565,0.0,SubCentre,Maharashtra,Satara,Khatav,Khatav
6526,Kotawade,,,,At post Kotawade,415617.0,2352240009,17.091345999999998,73.320737,0.0,Primary Health Centre,Maharashtra,Ratnagiri,Ratnagiri,Ratnagiri
6527,Zari,Sub Centre Zari,Zari,Post Office Zari,Taluka Parbhani  Dist Parbhani,431540.0,,19.407201999999998,76.7715799,414.0,SubCentre,Maharashtra,Parbhani,Parbhani,Parbhani
6528,Balgavde,Subcenter Balgavade,66,Near Gram Panchayat,Balgavade,416403.0,02346-252244,17.122081,74.72785400000001,800.0,SubCentre,Maharashtra,Sangli,Tasgaon,Tasgaon
6529,Takarvan,sub Centre Takarvan,,,Sub District - Majlegaon village -Takarvan,431129.0,,19.249517,76.01235290000001,0.0,SubCentre,Maharashtra,Beed,Manjlegaon,Majalgaon
6530,asti,SubCentre Asti,,,Asti,413214.0,,17.845425,75.408642,0.0,SubCentre,Maharashtra,Solapur,Mohol,Mahol
6531,Palghar,Rural Hospital Palghar,"Kacheri Road, Palghar",Near Sunni Jama Masjid,Palghar,401404.0,2525256635,19.694164999999998,72.770558,18.0,Community Health Center,Maharashtra,Palghar,Palghar,\N
