,Health Facility Name,Address,street,landmark,locality,pincode,landline_number,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Block_Name
9793,Bhardawadi,Bhardawadi Parwati Tower,"Transport Nagar,",Behind Datta Temple,"Andheri (W),",400058.0,2226771621,19.1363,72.8276,0.0,Primary Health Centre,Maharashtra,Mumbai (Suburban) *,\N,\N
9794,"Rural Hospital, Phulambri","Rural Hospital, Phulambri","Rural Hospital, Phulambri","Rural Hospital, Phulambri","Rural Hospital, Phulambri",431111.0,2402020530,20.08058889,75.414125,0.0,Community Health Center,Maharashtra,Aurangabad,Phulambri,Phulambri
9795,Taharabad,Primary Helth Center,Nashik Pimpalner Road,Front Of New English School,Taharabad,423302.0,02555-242242,20.763679999999997,74.14678,0.0,Primary Health Centre,Maharashtra,Nashik,Baglan,Baglan
9796,Suregaon,,suregaon,,,413703.0,9921281252,18.849080999999998,74.629548,0.0,SubCentre,Maharashtra,Ahmadnagar,Shrigonda,Shrigonda
9797,Ganeshpur,At Post Ganeshpur Tal Chalisgaon Dist Jalgaon,,,,424101.0,,20.380676,74.954739,0.0,SubCentre,Maharashtra,Jalgaon,Chalisgaon,Chalisgaon
9798,Cheher,UNSURVIED GAAVTHAN,CHEHER VILLAGE,NEAR CHEHER ANGANWADI,CHEHER,402201.0,,18.51619638,72.95686196,21.0,SubCentre,Maharashtra,Raigarh,Murud,Murud
9799,Borda,Sub Centre Borda,Borda,Post Office Borda,Taluka Gangakhed Dist Parbhani,431514.0,,18.825003,76.735008,392.0,SubCentre,Maharashtra,Parbhani,Gangakhed,Gangakhed
9800,Zodga,Sub Centre Zodga,Zodga,Gram Panchayat,Karanja,444405.0,,20.467564000000003,77.2117,0.0,SubCentre,Maharashtra,Washim *,Karanja,karanja
9801,Donawade,SC Donawade,Donawade,Near Maruti Temple,Donawade,422208.0,,20.081,73.3421,0.0,SubCentre,Maharashtra,Nashik,Peint,Peint
9802,Chakarda,subcenter chakarda,,,chakarda,444702.0,,21.631999999999998,77.3571,0.0,SubCentre,Maharashtra,Amravati,Dharni,Dharni
9803,Chincholi Gurav,Chincholi Gurav,,near zp  school,Chincholi Gurav,422608.0,9922227685,19.568479999999997,74.2281,0.0,SubCentre,Maharashtra,Ahmadnagar,Sangamner,Sangamner
9804,Palaskhed,Sub Centre Palaskhed,Chandur Railway Road,Sub Centre Palaskhed,Sub Centre Palaskhed,444904.0,7222255003,20.7700569,77.92317309999999,313.0,SubCentre,Maharashtra,Amravati,Chandur Railway,Chandur Railway
9805,Jamana,PHC Jamana,Jamana,,Primery Health Center Jamana,425414.0,,21.704714000000003,74.093163,0.0,Primary Health Centre,Maharashtra,Nandurbar,Akkalkuwa,Akkalkuwa
9806,Chinchani Ambak,,SC Chinchani Ambak,Grampanchayat Near,,415303.0,,17.1985,74.40335,0.0,SubCentre,Maharashtra,Sangli,Kadegaon,Kadegaon
9807,Kanthi,SubCenter Kanthi,kanthi baj road,Near Zp School,Kanthi,416404.0,02344-282004,17.060496,75.137687,0.0,SubCentre,Maharashtra,Sangli,Jat,Jat
9808,Umberkhede,At Post Umbarkhed Tal Chalisgaon Dist Jalgaon,Malegaon Road,,,425116.0,02589 210240,20.52929,74.91954799999999,0.0,Primary Health Centre,Maharashtra,Jalgaon,Chalisgaon,Chalisgaon
9809,Kautaha,,Kukana-Ghodegon Road,Near Raje Sambhaji Madhaymik Vidhalaya,Newasa,414606.0,2427234239,19.372004,74.985168,0.0,SubCentre,Maharashtra,Ahmadnagar,Nevasa,Newasa
9810,Lenad Bu,Lenad Bu,Murbad Road,near ZP School,Lenad Bu,421601.0,,19.389146,73.385388,0.0,SubCentre,Maharashtra,Thane,Shahapur,Shahapur
9811,Kokarda,Primary Health Center Kokarda,Kokarda,,Anjangaon Surji,444705.0,07224-233396,20.87701559,77.19201209,345.19599999999997,Primary Health Centre,Maharashtra,Amravati,Anjangaon Surji,Anjangaon Surji
